episode,name,line
08x01,Unknown,"I mean, I have work friends, but I worked at a strip club and I know they'll just complain about any bridesmaid's dress that has a front, so..."
08x01,Unknown,Would you guys be my bridesmaids?
08x01,Unknown,I'd be honored. Yes!
08x01,Unknown,"Not you, Marshall."
08x01,Unknown,"But, yay, thank you! Oh."
08x01,Unknown,"Oh, thank you. Oh, my gosh."
08x01,Unknown,It's gonna be so much fun.
08x01,Unknown,"Yeah, now it's weird."
08x01,Unknown,What's weird?
08x01,Unknown,Me being Quinn's bridesmaid.
08x01,Unknown,"Oh, I wouldn't worry about that, sweetie."
08x01,Unknown,She probably won't even ask you.
08x01,Unknown,She just did.
08x01,Unknown,And we both said yes.
08x01,Unknown,"Heck, this calls for some champagne."
08x01,Unknown,I think there's some in the fridge.
08x01,Unknown,Narrator
08x01,Unknown,"Meanwhile, I was also gloriously happy, driving off into the sunset with Victoria, who left her fiance Klaus at the altar for me."
08x01,Unknown,There was just one problem.
08x01,Unknown,I wonder if Klaus found your note yet.
08x01,Unknown,My note?
08x01,Unknown,"Yeah, you know, the ""I'm leaving you at the altar"" note."
08x01,Unknown,Is that a thing?
08x01,Unknown,(tires screech)
08x01,Unknown,"When you leave someone at the altar, you always leave a note."
08x01,Unknown,It's common courtesy.
08x01,Unknown,I think common courtesy went out the window when I did.
08x01,Unknown,"Look, when Stella left me at the altar, at least I got an explanation."
08x01,Unknown,"I mean, that note is what keeps you sane."
08x01,Unknown,"You read it, you re-read it, you memorize it, you sleep with it, you sniff it because it still kind of smells like her, and then, finally... you let it go... tied to a brick, right through her perfect little suburban bay window."
08x01,Unknown,I'll just text him.
08x01,Unknown,You're leaving a note.
08x01,Unknown,"So, Barney and I have already disagreed on a few of the wedding details."
08x01,Unknown,"I want to go with a buffet, and he wants to ride down the aisle on a grizzly bear."
08x01,Unknown,He'll be wearing a tux.
08x01,Unknown,"Fine, fine, I'll settle for a panda bear, but you have to call my tailor."
08x01,Unknown,He'll be furious about the switch.
08x01,Unknown,Robin
08x01,,"Hey, Barney, uh..."
08x01,Unknown,We've gotta talk.
08x01,Unknown,"Um, Quinn just asked me to be one of her bridesmaids."
08x01,Unknown,Isn't she even a little weirded out that you and I used to date?
08x01,Unknown,Quinn doesn't have a jealous bone in her body.
08x01,Unknown,She rolls with the punches.
08x01,Unknown,She... Doesn't have a clue.
08x01,Unknown,"No, she does not."
08x01,Unknown,Okay.
08x01,Unknown,"Okay. ""Klaus, there is no easy way to tell you why I won't be marrying you today."
08x01,Unknown,"Have a great summer, Victoria."""
08x01,Unknown,That's it?
08x01,Unknown,"No, no, we gotta do this right."
08x01,Unknown,"Well, you can't write it."
08x01,Unknown,"One look, it's gonna be obvious it's a guy's handwri..."
08x01,Unknown,"Oh no, we're good."
08x01,Unknown,"Okay, fine, you write, I'll advise."
08x01,Unknown,(sighs)
08x01,Unknown,"""Klaus."""
08x01,Unknown,"Just ""Klaus""?"
08x01,Unknown,"Come on, give it some heart, the poor guy. ""Dear sweet Klaus..."" ""Sweet?"" What, are you still in love with this jerk?"
08x01,Unknown,I'm doing this on my own.
08x01,Unknown,"I'm sorry, I just... you know, I feel bad for the guy."
08x01,Unknown,I'm stealing the greatest girl in the world away from him.
08x01,Unknown,You're not stealing me.
08x01,Unknown,I'm choosing you.
08x01,Unknown,Because you are loving and you are caring... and you are going to go deliver this note.
08x01,Unknown,"Wait, you want me to go in there?"
08x01,Unknown,"It took everything I had to climb out that church window today. and if I have to go back in there, I'm not sure I can do it again."
08x01,Unknown,It has to smell like you.
08x01,Unknown,(shuts door)
08x01,Unknown,So Quinn has no idea that we used to date?
08x01,Unknown,None whatsoever.
08x01,Unknown,"Okay, Barney, think this through."
08x01,Unknown,Do you really want to spend the rest of your life with Quinn...
08x01,Unknown,"Oh, God, you have a point."
08x01,Unknown,Haven't gotten to it yet.
08x01,Unknown,(anxious laugh)
08x01,Unknown,Of course. Continue.
08x01,Unknown,Do you really want to spend the rest of your life with Quinn and keep this secret?
08x01,Unknown,"I mean, she's gonna find out."
08x01,Unknown,Quinn's not gonna find out because I've destroyed every piece of evidence that you and I were ever a couple.
08x01,Unknown,That's ridiculous.
08x01,Unknown,You couldn't have gotten rid of all of it.
08x01,Unknown,You replaced me with a tiger.
08x01,Unknown,I couldn't completely get you out of that one.
08x01,Unknown,Had to get creative.
08x01,Unknown,"Well, I'm glad that deleting our entire time together was so easy for you."
08x01,But I guarantee you,Quinn is gonna find out eventually.
08x01,Unknown,"No, she won't."
08x01,Unknown,I just need your help.
08x01,Unknown,"Yours, too."
08x01,Unknown,"I know you're out of it, but you have to promise not to tell Quinn, okay?"
08x01,Unknown,Tell Quinn what?
08x01,Unknown,Exactly.
08x01,Unknown,"No, she's really asking."
08x01,Unknown,Tell Quinn what?
08x01,Unknown,(water burbling)
08x01,Unknown,Both
08x01,,Ooooooh...
08x01,Unknown,Can't climb the drainpipe. What?
08x01,Unknown,"When I was in fourth grade, I couldn't climb the rope in gym class and all the other kids made fun of me, even though it wasn't my fault."
08x01,Unknown,I had to go after Efthimios Papajapoulos.
08x01,Unknown,The rope was slick with lamb grease!
08x01,Unknown,"Okay, so just walk in the front door and act like you belong."
08x01,Unknown,Here.
08x01,Unknown,Here's the key to the dressing room.
08x01,Unknown,Can I help you?
08x01,Unknown,Hi. I'm the church handyman.
08x01,Unknown,I'm here to fix the broken thing.
08x01,Unknown,It's busted.
08x01,Unknown,"The bride is taking a ""schnooze."""
08x01,Unknown,She asked me to stand watch so that no one disturbs her.
08x01,Unknown,I'll be quick.
08x01,Unknown,You will be dead.
08x01,Unknown,I used to wrestle in Leipzig.
08x01,Unknown,You know what?
08x01,Unknown,A note's redundant.
08x01,Unknown,You're not there. He gets it.
08x01,Unknown,"No, you were right, I have to leave a note."
08x01,Unknown,It's common courtesy.
08x01,Unknown,"Well, it's not gonna be possible with Andrea the Giant standing guard up there."
08x01,Unknown,"Oh, right, Klaus's sister."
08x01,Unknown,It's too bad Barney's not here.
08x01,Unknown,"Man, he lives for bridesmaids."
08x01,Unknown,"Right, but he's not."
08x01,Unknown,And it's not like he could seduce Uta over the phone.
08x01,Unknown,Challenge accepted!
08x01,Unknown,"Honey, it's not cheating if it's on the phone, right?"
08x01,Unknown,Say what now?
08x01,Unknown,Quinn's on board!
08x01,Unknown,Text me her number!
08x01,Unknown,"You filthy, disgusting man!"
08x01,Unknown,"But yes, I will do that to myself at your instruction."
08x01,Unknown,Let me find a broom closet.
08x01,Unknown,"Oh,"
08x01,Unknown,"ja,"
08x01,Unknown,good.
08x01,Unknown,I did it. I did it!
08x01,Unknown,You're amazing.
08x01,Unknown,Let's get out of here.
08x01,Unknown,I left the car keys in the dressing room.
08x01,Unknown,Pretty sure the door locked behind me.
08x01,Unknown,(car horn beeping)
08x01,Unknown,"Oh, God... Oh, God... Oh, God..."
08x01,Unknown,I found it kind of insulting that Barney doesn't think we can keep this secret.
08x01,Unknown,"I mean, yeah, Marvin's keeping us up all night."
08x01,Unknown,But he's still the prettiest little girl in the city.
08x01,Unknown,"Baby, did you just hear yourself?"
08x01,Unknown,"You said, ""Prettiest little girl in the city."""
08x01,Unknown,"I think you meant ""country"""""
08x01,Unknown,Yeah.
08x01,Unknown,"I mean, what does Barney think?"
08x01,Unknown,We're just gonna blurt out that he used to date...
08x01,Unknown,Shh!
08x01,Unknown,Oh... that was close.
08x01,Unknown,Quinn could've heard us through the...
08x01,Unknown,(mouthing)
08x01,Unknown,Good catch!
08x01,Unknown,I almost just blurted out that Barney used to date Robin!
08x01,Unknown,Barney used to date Robin?!
08x01,Unknown,(screaming)
08x01,Unknown,(baby crying)
08x01,Unknown,When did you get in here?
08x01,Unknown,"Like, ten minutes ago when you said, ""Hey Quinn, let's all go hang out in Marvin's room."""
08x01,Unknown,"Aufwiedersehen, fraulein."
08x01,Unknown,"You know, I hate to perpetuate the stereotype, but German female wrestlers from Saxony are just begging for it."
08x01,Unknown,You dated Robin?
08x01,Unknown,Verdammt!
08x01,Unknown,I'm sorry I lied to you. I'll tell you everything.
08x01,Unknown,The whole story. Fine. You have one minute before I walk out that door.
08x01,Unknown,"Um, it's, uh, kind of a long story, Quinn."
08x01,Unknown,Gonna take a bit little longer than a minute.
08x01,Unknown,52 seconds.
08x01,Unknown,"Seven years ago, when Marshall and Lily got engaged, Ted saw Robin across a crowded room, and I said, ""Oh, yeah, you just know she likes it dirty,"" but Ted really liked her so we played ""Have you met Ted?"""
08x01,Unknown,"They went to dinner, he walked her home, shoulda kissed her, didn't-- lame-- so he stole a smurf penis, went back to her place, should've kissed her, didn't-- lame."
08x01,Unknown,"He threw three parties, they kissed on the roof, but decided to be friends--"
08x01,Unknown,lame--
08x01,Unknown,"then Ted wanted to take Robin to a wedding, she couldn't go, he went alone and met Victoria, didn't kiss her either-- lame--"
08x01,Unknown,"not a great closer, Ted--"
08x01,Unknown,"but he finally kissed her, they started dating, she went to Germany, Ted kissed Robin, lost Victoria, Ted did a rain dance, got Robin, Ted and Robin broke up, Robin moved to Brazil, came back with a Latin stud, Ted got jealous, got a tramp stamp, not really relevant to the story I just like mentioning that as much as possible, I hooked up with Robin, Ted and I stopped being friends, Ted got hit by a bus, we made up..."
08x01,Unknown,"Robin and I started dating, I got fat, her hair fell out."
08x01,Unknown,"We broke up, Robin dated Don, I dated Nora, cheated on her with Robin, I dumped Nora, Robin dated Kevin, but not for long, and then I met you and you took my grandpa's watch but I fell in love with you anyway, and you let me fart in front of you and I asked you to marry me and you said yes and we came over here to meet little Marvin and that's everything!"
08x01,Unknown,Also I went on the
08x01,Unknown,Price Is Right
08x01,Unknown,and won a dune buggy.
08x01,Unknown,"Goodbye, Barney."
08x01,Unknown,Good... I j...
08x01,Unknown,She lets you fart in front of her?
08x01,Unknown,Marshall
08x01,,Barney... you go get that girl.
08x01,Unknown,"Oh, God!"
08x01,Unknown,You cannot tell anyone that you saw me.
08x01,Unknown,I cannot get married today!
08x01,Unknown,Klaus?
08x01,Unknown,"Oh, I'm a mess."
08x01,Unknown,"I threw up in the cloakroom, I blamed a small child."
08x01,Unknown,I cannot get married.
08x01,Unknown,I left a note.
08x01,Unknown,Good for you. Not everyone thinks of that.
08x01,Unknown,Who doesn't leave a note?
08x01,Unknown,It's common courtesy.
08x01,Unknown,Thank you!
08x01,Unknown,Do you have the time? Um...
08x01,"Yeah, it's 20 after 7",00.
08x01,Unknown,"Ah,"
08x01,Unknown,sehr gut.
08x01,I can still make the 8,05 back to the city.
08x01,Unknown,Auf wiedersehen!
08x01,Unknown,Narrator
08x01,And suddenly it hit me,a way to absolve Victoria of any blame.
08x01,Unknown,All I had to do was climb that drainpipe.
08x01,Unknown,"What? No, Klaus, no."
08x01,Unknown,(melodramatic weeping)
08x01,Unknown,"Mach schnell,"
08x01,Unknown,"sleepyhead, it's time to..."
08x01,Unknown,I know about you and Barney.
08x01,Unknown,(Marshall gasps)
08x01,Unknown,Who told her?!
08x01,Unknown,You guys did.
08x01,Unknown,"God, go to sleep."
08x01,Unknown,"Okay, no one is going anywhere until we find out who told you."
08x01,Unknown,Look... there is nothing going on between me and Robin.
08x01,Unknown,And why should I believe that?
08x01,Unknown,"Well, for starters, I have a boyfriend."
08x01,Unknown,"No, Robin, you don't have to do this."
08x01,Unknown,There've been enough lies.
08x01,Unknown,I'm not lying.
08x01,Unknown,His name is Nick.
08x01,Unknown,"I didn't want to jinx it by telling everyone, so I just told Marshall and Lily."
08x01,Unknown,"You can tell 'em, guys."
08x01,Unknown,We were just talking about this earlier today.
08x01,Unknown,Robin
08x01,,"Okay, well, what I was saying is..."
08x01,Unknown,(water burbling)
08x01,Unknown,"I have no desire to get Barney back because I'm with Nick now and, well, I don't want to be crude, but I want to spend all day licking his abs."
08x01,Unknown,Do you understand?
08x01,Unknown,"Yes! God, yes!"
08x01,Unknown,"You are preaching to the choir, sister."
08x01,Unknown,I stand by it.
08x01,Unknown,"Guys, it's okay."
08x01,Unknown,You're new parents.
08x01,Unknown,You just need to get some sleep.
08x01,Unknown,We're fine!
08x01,Unknown,(baby crying)
08x01,Unknown,(Marshall and Lily crying)
08x01,Unknown,"This is hard, guys."
08x01,Unknown,Really hard.
08x01,Unknown,"(crying, then snoring)"
08x01,Unknown,"Oh, God! Stay with me."
08x01,Unknown,Stay with me.
08x01,Unknown,Go get your baby. Yeah.
08x01,Unknown,"Look, it doesn't matter that you have a boyfriend."
08x01,Unknown,I'm always gonna be wondering if you secretly still have feelings for Barney.
08x01,Unknown,I don't care who this guy is.
08x01,Unknown,"Okay, we're good."
08x01,Unknown,"Okay, well, I'm glad I left work early for this."
08x01,Unknown,"Robin, maybe later we can discuss the meaning of the word ""emergency"" and the phrase ""Trapped under a car."""
08x01,Unknown,Okay. Okay.
08x01,Unknown,You know he has chicken legs.
08x01,Unknown,Little tiny chicken legs.
08x01,Unknown,"You guys saw those, right?"
08x01,Unknown,"Honey, it's not cheating if I lie down on the bar and let Nick do a shot from my belly button, right?"
08x01,Unknown,Say what now?
08x01,Unknown,Barney's on board!
08x01,Unknown,"Nick, hold on!"
08x01,Unknown,Thanks for your help today.
08x01,Unknown,"Yeah, sure."
08x01,Unknown,"Although, it, uh, kind of sucked seeing how easy it was for you to throw away everything from our relationship."
08x01,Unknown,(scoffs)
08x01,Unknown,I... I could never do that.
08x01,Unknown,622 West 14th Street.
08x01,Unknown,Narrator
08x01,Unknown,"And so, Victoria and I were back where we started."
08x01,Unknown,But there was something I couldn't get off my mind...
08x01,Unknown,I'll be right back.
08x01,Unknown,"Uh, excuse me."
08x01,Unknown,"Oh, hey, it's you."
08x01,Unknown,"Ja,"
08x01,Unknown,"okay, I'm not sure what kind of vibe I was giving off before, but I am not interested in your schnitzel, okay?"
08x01,Unknown,"No, no, no, no, no-- God, no."
08x01,I-I just have one quick question,Victoria seems like a great girl.
08x01,Unknown,Why wouldn't you want to marry her?
08x01,Unknown,"Ach, okay, Victoria is"
08x01,Unknown,wunderbar.
08x01,Unknown,"I'm sorry,"
08x01,Unknown,wunderbar
08x01,Unknown,is the German word for wonderful.
08x01,Unknown,"Yeah, no, I know."
08x01,Unknown,"Oh, you speak German?"
08x01,Unknown,"Sie sprechen Deutsch? Ich habe keine Freund, die Deutsch sprechen in Amerika und und es macht mir so einsam!"
08x01,Unknown,No...
08x01,Unknown,"No, no, no..."
08x01,Unknown,"No, just-just-just the one word."
08x01,Unknown,Oh. Oh.
08x01,Unknown,"Ah... Okay, Victoria."
08x01,Unknown,Lebenslangerschicksalsschatz.
08x01,Unknown,"And the closest translation would be... ""Lifelong Treasure of Destiny."""
08x01,Unknown,And Victoria is
08x01,Unknown,"wunderbar,"
08x01,Unknown,but she is not my
08x01,Unknown,Lebenslangerschicksalsschatz.
08x01,Unknown,She is my
08x01,Unknown,"Beinaheleidenschaftsgegenstand,"
08x01,Unknown,you know?
08x01,Unknown,You know
08x01,Unknown,wunderbar
08x01,Unknown,but you don't know
08x01,Unknown,Beinaheleidenschaftsgegenstand?
08x01,Unknown,That is something we learn in kindergarten.
08x01,Unknown,"I'm sorry, ""kindergarten"" is the German word for--"
08x01,Unknown,"No, no, I know that one."
08x01,Unknown,"Oh, okay."
08x01,Unknown,But you don't know
08x01,Unknown,Beinaheleidenschaftsgegenstand?
08x01,Unknown,You are maddeningly inconsistent.
08x01,Unknown,"It means... ""the thing that is almost the thing that you want..."
08x01,Unknown,"...but it's not quite."""
08x01,Unknown,Das ist
08x01,Unknown,Victoria to me.
08x01,Unknown,How do you know she's not
08x01,Unknown,Lebenslangerschicksalsschatz?
08x01,Unknown,"I mean, maybe as the years go by, she'll get"
08x01,Unknown,Lebenslangerschicksalsschatz
08x01,Unknown,-ier.
08x01,Unknown,"Oh,"
08x01,Unknown,"nein, nein, nein."
08x01,Unknown,Lebenslangerschicksalsschatz
08x01,Unknown,is not something that develops over time.
08x01,Unknown,It is something that happens instantaneously.
08x01,Unknown,It courses through you like the water of a river after a storm...
08x01,Unknown,...filling you and emptying you all at once.
08x01,Unknown,You feel it throughout your body...
08x01,Unknown,♪ Coming up only ♪
08x01,Unknown,In your hands...
08x01,Unknown,♪ To show you wrong ♪
08x01,Unknown,in your heart... in your stomach...
08x01,Unknown,♪ And to know you is hard ♪
08x01,Unknown,...in your skin...
08x01,Unknown,♪ We wonder ♪
08x01,Unknown,Of course you feel it in your
08x01,Unknown,Schlauchmachendejungen.
08x01,Unknown,Pardon my French.
08x01,Unknown,Have you ever felt this way about someone?
08x01,Unknown,"Yeah, I think so."
08x01,Unknown,"If you have to think about it, you have not felt it."
08x01,Unknown,And you're absolutely sure you'll find that someday?
08x01,Unknown,Of course.
08x01,Unknown,Everyone does eventually.
08x01,Unknown,You just never know when or where.
08x01,Unknown,Narrator
08x01,Unknown,And he was right.
08x01,Unknown,"Unfortunately, the ""when"" of it was still a little ways"
08x01,Unknown,down the road.
08x01,Unknown,"But the ""where"" of it?"
08x01,Unknown,(thunder crashes)
08x01,Unknown,♪ Really too late to call ♪
08x01,Unknown,♪ So we wait for ♪
08x01,Unknown,♪ Morning to wake you is all we got ♪
08x01,Unknown,"Yeah, there's your change."
08x01,Unknown,"Oh, and don't forget your guitar."
08x01,Unknown,♪ To know me as hardly golden ♪
08x01,Unknown,"♪ Is to know me all wrong, they warn ♪"
08x01,Unknown,"♪ Ooh, ooh ♪"
08x01,Unknown,♪ Ooh-ooh-ooh... ♪
08x02,Unknown,Narrator
08x02,Unknown,"Kids, the summer of 2012 was the Summer of Love."
08x02,Unknown,"Barney and Quinn, me and Victoria, Robin and Nick, Lily, Marshall and Marvin."
08x02,Unknown,Everyone was happy as can be.
08x02,Unknown,(all sigh happily)
08x02,Unknown,Which means there are absolutely no good stories.
08x02,Unknown,Let's skip ahead...
08x02,Unknown,"...to October 2012, the official kick-off of what came to be known as the Autumn of Breakups."
08x02,Unknown,It all started when Barney got a little friendly advice from a coworker.
08x02,Unknown,"Get a prenup, or I'll neuter you before she ever has a chance!"
08x02,Unknown,"First of all, if you have an onion bagel, you don't need scallion cream cheese."
08x02,Unknown,(gagging)
08x02,Unknown,"Secondly, Quinn is a great girl."
08x02,Unknown,I trust her.
08x02,Unknown,"Oh, Darlene was a great girl."
08x02,Unknown,I trusted her.
08x02,Unknown,And then she took everything!
08x02,Unknown,"My house, my car... my dog Tugboat."
08x02,Unknown,I even lost out with the kids.
08x02,Unknown,Full custody!
08x02,Unknown,I got full custody of those kids!
08x02,Unknown,Your kids are horrible.
08x02,Unknown,The worst.
08x02,Unknown,"Barney, I watched as Darlene cut everything good out of my life like a deranged surgeon hacking out organs, and that's not a metaphor."
08x02,Unknown,She got one of my kidneys.
08x02,Unknown,(musical horror sting)
08x02,Unknown,That's her ringtone.
08x02,Unknown,"I have nothing left to give you, Darlene!"
08x02,Unknown,♪ How I Met Your Mother 8x02 ♪
08x02,Unknown,The Pre-Nup
08x02,Unknown,"Original Air Date on October 1, 2012"
08x02,Unknown,"Hey, you ready for lunch?"
08x02,Unknown,"Hey, there she is."
08x02,Unknown,The future Mrs. Barney Stinson.
08x02,Unknown,"You better enjoy signing your name ""Quinn Garvey"" while you still can, right?"
08x02,Unknown,"Like, I don't know... here, here, here, initial here..."
08x02,Unknown,What is this?
08x02,Unknown,"Oh, this is our prenup."
08x02,Unknown,Black or blue? Totally up to you.
08x02,Unknown,"Um, can I read it first?"
08x02,Unknown,Can you believe that?
08x02,Unknown,He wants me to sign a prenup!
08x02,Unknown,Can you believe that?
08x02,Unknown,She wants to read it first!
08x02,Unknown,Just go ahead and sign.
08x02,Unknown,"It's all pretty standard. ""In the event of divorce, ""Mr. Stinson is granted weekly visitation rights to Ann, Sarah and Molly."""
08x02,Unknown,You named our future kids?
08x02,Unknown,That's actually pretty sweet.
08x02,Unknown,Those are Mr. Stinson's names for your lady parts.
08x02,Unknown,It's important for the girls to maintain a relationship with their daddy.
08x02,Unknown,(imitates small expl*si*n)
08x02,Unknown,You named her lady parts?
08x02,Unknown,Everyone does that.
08x02,Unknown,So... Lily?
08x02,Unknown,"Snap, Crackle, Pop."
08x02,Unknown,(popping sound)
08x02,Unknown,Solid. Wait.
08x02,Unknown,Is this prenup in any way legit?
08x02,Unknown,"I mean, so far, it sounds a lot like that bar napkin document you make one-night stands sign, promising not to get clingy."
08x02,Unknown,"The Pre-Shtup, patent pending."
08x02,Unknown,"God, I come up with a lot of good stuff!"
08x02,Unknown,"Anyway, I realize these aren't just terms for divorce, so I ask..."
08x02,Unknown,Are these rules for how I have to behave in our marriage?
08x02,Unknown,Rules?
08x02,Unknown,Suggestions.
08x02,Unknown,Rich people and celebrities put stuff like this in their prenups all the time.
08x02,Unknown,And those are the marriages that last.
08x02,Unknown,"I have to pay $2,000"
08x02,Unknown,every time I gain a pound?
08x02,Unknown,Not every time.
08x02,Unknown,Just if it shows up at the weekly weigh-in.
08x02,Unknown,"See, you can't do that. ""Miss Garvey must invent 12 new sexual positions per year, ""at least ten of which involve her doing all or most of the work."""
08x02,Unknown,"You definitely can't do that. Hm-mm. ""Miss Garvey's breasts must be enhanced every five years or 50,000 honka-honkas, whichever comes first."""
08x02,Unknown,That's actually not bad. I'll allow it.
08x02,Unknown,That's repulsive.
08x02,"And, sidebar",why do men think women like to be honka-honka'd?
08x02,Unknown,What woman wants her breasts squeezed like a seal horn?
08x02,Unknown,Um... totally.
08x02,Unknown,"Lily like-a-like-a the honka-honka. ""All hair below the neck must be removed weekly."""
08x02,Unknown,"Hey, you're gonna be thanking me for that hair loss during the weigh-in. ""Miss Garvey's parents may stay at our place as long as they like."""
08x02,Unknown,"Well, at least that one's nice. ""Provided they each arrive in an urn."" ""Wives two through eight will make a weekly chore wheel."""
08x02,Unknown,"I'm sorry, I borrowed a few sections from a prenup I did for a Saudi Arabian sultan."
08x02,Unknown,I'll cross out the extra wives stuff.
08x02,Unknown,Unless...
08x02,Unknown,Cross it out.
08x02,Unknown,"My God! What the hell does Barney think marriage is going to be like, anyway?"
08x02,Unknown,"Just a healthy, modern-day marriage, based on mutual respect between two equals."
08x02,Unknown,"Ready for your wake-up lap dance, Master?"
08x02,Unknown,Aren't you forgetting something?
08x02,Unknown,(gasps)
08x02,"Oh, my God, it's 9",00 a.m.
08x02,Unknown,Legally mandated morning pillow fight time!
08x02,Unknown,(women cheer)
08x02,Unknown,Women
08x02,,Best husband ever.
08x02,Unknown,Best husband ever.
08x02,Unknown,Best husband ever. Aw.
08x02,Unknown,Best husband e...
08x02,Unknown,"Sorry, sorry, we crossed out the wives two through eight stuff. Unless... Nope."
08x02,Unknown,Okay. Don't worry. I crossed it out.
08x02,Unknown,I didn't really cross it out.
08x02,Unknown,I can hear you.
08x02,Unknown,I'll cross it out.
08x02,Unknown,I didn't really cross it out.
08x02,Unknown,"Hey, hey..."
08x02,Unknown,"Hey, guys, what's up?"
08x02,Unknown,"Oh, Quinn's pissed because Barney wants her to sign a crazy prenup."
08x02,Unknown,But is it really crazy?
08x02,Unknown,"Yes. Well, I'm new to this but guessing yes."
08x02,Unknown,"Okay, look."
08x02,Unknown,"Did I go... a speck of sand, a fairy eyelash, a unicorn whisper too far?"
08x02,Unknown,Perhaps.
08x02,Unknown,But can you tell me there's nothing in any of your relationships you'd want to change?
08x02,Unknown,No behavior you'd want to outlaw?
08x02,Unknown,No terms you'd want to renegotiate?
08x02,Unknown,Look me in the eye and tell me I'm crazy.
08x02,Unknown,Others
08x02,,You're crazy.
08x02,Unknown,Narrator
08x02,Unknown,But a funny thing happened that night.
08x02,Unknown,(all taking at once)
08x02,Unknown,"Look, I'm not saying he's right, but Barney does have a little bit of a point."
08x02,Unknown,Marshall
08x02,,"But on this one, he may have a point. I mean, look... the idea of renegotiating the terms of the relationship, that's valid."
08x02,Unknown,NICK
08x02,,(scoffs): No.
08x02,Unknown,There isn't anything about you that I'd want to change.
08x02,Unknown,"Well, okay, maybe a couple of things."
08x02,Unknown,Women
08x02,,Like what?
08x02,Unknown,Narrator
08x02,Unknown,And just like that... one of these four couples would break up the very next day.
08x02,Unknown,"Okay, it wasn't Lily and Marshall."
08x02,Unknown,One of these three couples would break up the very next day.
08x02,Unknown,"What happened? So last night Nick was all like, ""Barney has a point ""about renegotiating the terms of the blah, blah, blah, blah, blah, blah."" Yeah, and Marshall was all like, ""Uh, I want to blah, of the blah, uh, blah, blah, blah, blah, blah."""
08x02,Unknown,If I shut my eyes it's like they're here.
08x02,Unknown,They're just using Barney's prenup as a way to complain about us.
