episode,name,line
09x01,Unknown,(phone ringing)
09x01,Unknown,"Eriksen residence, Judy speaking."
09x01,Unknown,Why did you post that judge photo?
09x01,Unknown,Because I'm guilty... of being one proud mama!
09x01,Unknown,"Lily doesn't know that I took the job, so if she sees it, I'm dead."
09x01,Unknown,"Just take it down, okay?"
09x01,Unknown,Fine.
09x01,Unknown,Let me just get on the online so I can Internet.
09x01,Unknown,I love the lingo!
09x01,Unknown,(modem screeching)
09x01,Unknown,"Look, Mom, just-just... click on the photo on your wall, and then under ""menu"""" click on ""options"""""
09x01,Unknown,Some kind of advertisement popped on.
09x01,Unknown,"Oh, my."
09x01,Unknown,That appears to be pornography.
09x01,Unknown,"Just click on ""options"""""
09x01,(whispering),It's men with other men.
09x01,(whispering loudly),"Just click on ""options""!"
09x01,Unknown,Excuse me!
09x01,Unknown,Are there any other seats left on this plane?
09x01,Unknown,No.
09x01,Unknown,"Hell, I've been going to Pilates."
09x01,Unknown,I can just hang on to the landing gear like this.
09x01,Unknown,"Sorry, ma'am."
09x01,Unknown,"I only signed up for Pilates, I haven't actually started going yet."
09x01,Unknown,I didn't sign up.
09x01,Unknown,"No, I'm not looking."
09x01,Unknown,I don't need to see my child used against me.
09x01,Unknown,"My sweet, beautiful child who I haven't seen in a week... whose head smells like love and unicorn teardrops, and why are trains so lonely?!"
09x01,Unknown,"Damn it, I'm looking!"
09x01,WOMAN,"Hey, are you okay?"
09x01,Unknown,You look stressed.
09x01,Unknown,"Plus, you muttered a few words out loud."
09x01,Unknown,"I heard ""lonely"" and ""unicorn,"" which actually gave me a great idea for a children's book, so thank you."
09x01,Unknown,Are you okay?
09x01,Unknown,No.
09x01,Unknown,But there's nothing you can do.
09x01,Unknown,Do you want a cookie?
09x01,(crying),Yes.
09x01,Unknown,"Yes, I do."
09x01,Unknown,Wow.
09x01,Unknown,You just took a cookie from a complete stranger on a train.
09x01,Unknown,I like how trusting you are.
09x01,Unknown,There could be dr*gs or poison in there.
09x01,Unknown,"But there's not, is there?"
09x01,Unknown,"No idea, I found them under my seat."
09x01,Unknown,No!
09x01,Unknown,Kidding! Sorry!
09x01,Unknown,"You looked stressed, so I thought you could use a cookie, then I thought you could use a joke."
09x01,Unknown,I should have stopped at the cookie.
09x01,Unknown,You know what?
09x01,Unknown,I don't care if these are poisoned.
09x01,Unknown,There's chocolate and peanut butter and caramel in these sumbitches.
09x01,Unknown,"I call them ""Sumbitches""!"
09x01,Unknown,(laughing)
09x01,Unknown,And that's how Lily met your mother.
09x01,Unknown,Are Cousin Mitch and I directly related?
09x01,Unknown,"No, Mom, I'm asking is Cousin Mitch a blood relative?"
09x01,Unknown,"I'm not asking about Cousin Pete, I'm asking about Cousin Robin!"
09x01,Unknown,Mitch!
09x01,Unknown,Cousin Mitch!
09x01,Unknown,"Well, just find out from Uncle Frank and call me back!"
09x01,Unknown,"Well, then, go visit Cousin Cecil at his sky-diving school and ask him!"
09x01,Unknown,"Oh, God, he did?"
09x01,Unknown,"Well, I guess that can happen no matter how experienced you are."
09x01,Unknown,I'm so sorry.
09x01,Unknown,(exhales)
09x01,Unknown,My Cousin Cecil got fired.
09x01,(sighs),Oh.
09x01,Unknown,That's a relief. He was so distraught he jumped off the bridge. He's dead.
09x01,Unknown,Um... I'm so sorry for your loss.
09x01,Unknown,It may be
09x01,Unknown,our
09x01,Unknown,loss.
09x01,Unknown,(both shudder)
09x01,Unknown,"Just click on ""options""!"
09x01,Unknown,All I see is a man holding a bratwurst!
09x01,Unknown,Oh.
09x01,Unknown,"No, the pornography's back."
09x01,Unknown,"I said, please turn off all electronic devices."
09x01,Unknown,Oh. (laughs)
09x01,Unknown,This isn't an electronic device.
09x01,Unknown,This is actually a toy.
09x01,Unknown,For my son.
09x01,Unknown,We call it Phone-y.
09x01,Unknown,(scoffs)
09x01,Unknown,I call you phony.
09x01,Unknown,We can't take off till you hang up.
09x01,Unknown,"Okay, enough. Give me that phone!"
09x01,Unknown,"Just click on ""options"""
09x01,Unknown,I don't see it!
09x01,Unknown,"I said, give me the phone!"
09x01,Unknown,"Just click on ""options""!"
09x01,Unknown,Stop yelling at me!
09x01,Unknown,"Just click on ""options"""""
09x01,Unknown,Give me the phone.
09x01,Unknown,"Click on ""options""!"
09x01,Unknown,Click on... I have a baby!
09x01,Unknown,"Please, I-I have to get to New York."
09x01,Unknown,"Yeah, well, you should have thought about that before you att*cked me."
09x01,Unknown,"All right, boys, you got this?"
09x01,Unknown,Good.
09x01,Unknown,"Let's get this bird in the air. Ah, you're both banned from this flight."
09x01,Unknown,"So I was driving with my friend, who thinks he',[/i] sThe Road Trip Master."""
09x01,Unknown,He has leather driving gloves.
09x01,Unknown,Who wears those?
09x01,Unknown,"Huge dorks, that's who."
09x01,Unknown,Your mother was lying.
09x01,Unknown,She had her own pair.
09x01,Unknown,And he always makes us stop to see some weird roadside attraction no one except him gives a crap about.
09x01,Unknown,Nerd alert.
09x01,Unknown,"Kids, you remember the seven-hour detour on our road trip to Disney World so your mother didn't miss that goat in South Carolina who could blow smoke rings."
09x01,Unknown,And he won't go one mile an hour over the speed limit.
09x01,Unknown,That would drive me crazy.
09x01,Unknown,I would give him a humiliating nickname until he stopped driving like a little girl.
09x01,NARRATOR,"It was ""Lady Tedwina Slowsby."""
09x01,Unknown,And it worked.
09x01,Unknown,"Okay, look, if it's true, if we are..."
09x01,Unknown,(gags softly)
09x01,Unknown,You know.
09x01,Unknown,It's really not that big a deal.
09x01,Unknown,"Okay, we-we know we won't have kids."
09x01,Unknown,"And even if we did, King Joffrey's parents were brother and sister, and he was a fair and wise leader."
09x01,Unknown,"Yeah. Look, no one ever needs to know but us."
09x01,Unknown,Exactly.
09x01,Unknown,(both chuckle)
09x01,Unknown,I know.
09x01,Unknown,We might have to...
09x01,Unknown,Take care of Ranjit.
09x01,Unknown,"Hey, you just finished my..."
09x01,Unknown,Creepy telepathic m*rder thought.
09x01,Unknown,"Oh, it must be a soul mate thing."
09x01,Unknown,Unless... it's a weird cousin thing.
09x01,Unknown,(gags softly)
09x01,Unknown,"So we'll be good either way, right?"
09x01,Unknown,Honey?
09x01,Unknown,That's right... sweetie.
09x01,Unknown,"Now, get over here, you."
09x01,Unknown,"Gah, just try and stop me."
09x01,Unknown,"Aw. Ooh, ooh."
09x01,Unknown,"Ooh, mmm, mmm, mmm."
09x01,Unknown,"Well, I can't wait till tonight."
09x01,Unknown,I have got some naughty-naughty-naughty things planned.
09x01,Unknown,Aw.
09x01,Unknown,"Oh, wow, you have certainly piqued my incest."
09x01,Unknown,Interest. Interest!
09x01,Unknown,I still can't believe he dragged me to the childhood home of some stupid bucklesmith no one's ever even heard of.
09x01,Unknown,"Yeah, who cares about Florian van Otterloop?"
09x01,Unknown,I never told you his name.
09x01,Unknown,Sumbitch?
09x01,Unknown,"I mean, why'd he have to act that way?"
09x01,Unknown,He knows I hate how he gets on road trips.
09x01,Unknown,It almost seems like he wanted you to storm off.
09x01,Unknown,But we're going to the same place.
09x01,Unknown,There's no reason why he'd want to ditch me.
09x01,Unknown,"And suddenly Lily remembered that a week ago, I'd helped Robin look for her long-lost locket."
09x01,Unknown,But it was gone.
09x01,Unknown,"Then Lily told me the locket actually got stashed in my pencil box, but when I opened it... the locket wasn't there."
09x01,Unknown,Good.
09x01,Unknown,'Cause that locket's trouble.
09x01,Unknown,"How? It's-it's just a friendly, innocent wedding gift."
09x01,Unknown,It's not innocent.
09x01,Unknown,"Ted, you think if you can get that locket for Robin you'll win her back."
09x01,Unknown,"Lily, I've let it go."
09x01,Unknown,I mean... What?
09x01,Unknown,"There's, like, a one percent chance that Stella has the locket from when we lived together."
09x01,Unknown,Promise me you didn't call the woman who left you at the altar so that you could find that locket.
09x01,Unknown,Of course not.
09x01,Unknown,I e-mailed her.
09x01,Unknown,Ted.
09x01,Unknown,But Stella's living in L.A. now.
09x01,Unknown,"And even if she has it, it's buried in some storage unit."
09x01,Unknown,She said I'd have to fly out there and look for it myself.
09x01,Unknown,Promise me you aren't about to do that.
09x01,Unknown,I promise.
09x01,Unknown,Sumbitch!
09x01,Unknown,"You better hope when Sweaty finally gets off that phone, he can get me on the next flight to New York."
09x01,Unknown,I got the password from my mom.
09x01,Unknown,I'm gonna take that photo down myself.
09x01,Unknown,"You know, I don't give a damn about your photo."
09x01,Unknown,"My daughter is giving a big speech for the Model U.N. at her school, and I'm gonna miss it because of you."
09x01,Unknown,(sighs)
09x01,Unknown,Her father and I are separated.
09x01,Unknown,She lives with her dad.
09x01,Unknown,And if I don't make it... she's never gonna trust me again.
09x01,Unknown,I'm so sorry.
09x01,Unknown,"Wow, that worked on you?"
09x01,Unknown,Let's hope Pit Stains is as dumb as you are.
09x01,Unknown,What? Why is this so hard for my mom?
09x01,Unknown,"All you do is you click the photo, and then you click on the..."
09x01,Unknown,"I don't see... I don't see ""options."""
09x01,Unknown,"Just click on ""options."""
09x01,Unknown,But where is it?
09x01,Unknown,"Just click on ""options."""
09x01,Unknown,Is it up on the toolbar?
09x01,Unknown,"Just click on ""options."" It's not there!"
09x01,Unknown,"Just click on ""options""!"
09x01,Unknown,(phone ringing)
09x01,Unknown,"Hi, Grandma."
09x01,Unknown,You-you can explain how Cousin Mitch is related to us?
09x01,Unknown,"Explain, Grandma, explain!"
09x01,Unknown,"Okay, he married Barney's dad's cousin Renee, who he met selling Vachon cakes outside a curling bonspiel in Chicoutimi."
09x01,Unknown,"English, Grandma, English!"
09x01,Unknown,"And on our side of the family, he was adopted because his real parents were eaten alive by their sled dogs?"
09x01,Unknown,"That's awesome! Thanks, Grandma."
09x01,Unknown,(both sigh)
09x01,Unknown,So...
09x01,Unknown,So you and I share no DNA whatsoever.
09x01,Unknown,Let's change that.
09x01,Unknown,(both moaning)
09x01,RANJIT,Don't hold back.
09x01,Unknown,This divider is totally soundproof.
09x01,Unknown,Go all the way.
09x01,Unknown,Wait till the hotel?
09x01,Unknown,Totally.
09x01,Unknown,"Hey, you know what?"
09x01,Unknown,I'm not worried about a wild card at our wedding anymore.
09x01,Unknown,Whether it's Uncle Vic or Aunt Shelly or the ring bear.
09x01,Unknown,Ring bear-er. Er.
09x01,Unknown,"Whether any of those mammals go rogue, our wedding is gonna be legendary."
09x01,Unknown,"No ""wait for it""?"
09x01,Unknown,I've got you.
09x01,Unknown,I don't have to wait for it anymore.
09x01,Unknown,(phone ringing)
09x01,Unknown,(line ringing)
09x01,Unknown,"It's a long story, but if we don't beat my friend out to that wedding, it's gonna be bad."
09x01,Unknown,This is too stressful. I-I need to see Marvin!
09x01,Unknown,"No! You made me promise not to let you look, because it's only gonna upset you."
09x01,Unknown,"Here, have another sum... b*tch."
09x01,Unknown,No more sumbitches?!
09x01,Unknown,Give me the damn phone!
09x01,Unknown,(both scream)
09x01,Unknown,"(clamoring) Just go to ""edit"" on the toolbar!"
09x01,Unknown,"No, ""account settings""!"
09x01,Unknown,"Just click on ""options""!"
09x01,Unknown,Stop!
09x01,Unknown,It can't be done.
09x01,Unknown,That photo is etched in eternity.
09x01,Unknown,"Long after humanity's reign has ended, the only traces of our civilization found by Earth's new ape masters will be the top of the Statue of Liberty and this photo of me pretending to be a judge with a banana gavel."
09x01,Unknown,"Well, they'll probably like the banana thing."
09x01,Unknown,The ape masters?
09x01,Unknown,"Sorry. Lily's gonna see it, and we're gonna have the biggest fight of our lives."
09x01,Unknown,"(chuckles) Oh, I wish I could see your wife kick your ass."
09x01,Unknown,I don't mean a physical fight.
09x01,Unknown,She's not an animal.
09x01,Unknown,I'm sorry I tried to bite you.
09x01,Unknown,I'm sorry that I swatted you on the nose with a rolled-up magazine.
09x01,Unknown,It's the only way I'll learn.
09x01,Unknown,"Look, I haven't seen my baby in a week."
09x01,Unknown,You know what?
09x01,Unknown,Go for it.
09x01,Unknown,It's gone!
09x01,Unknown,It's gone!
09x01,Unknown,(all cheering)
09x01,Unknown,You did it!
09x01,Unknown,You did it! (laughs)
09x01,Unknown,No new insulting Marvin photo.
09x01,Unknown,Hmm.
09x01,(voice breaks),No new insulting Marvin photo.
09x01,Unknown,"I know I'm just a stranger on a train who you tried to bite, but... do you want a hug?"
09x01,Unknown,(Lily yells)
09x01,Unknown,Lily! What the hell?!
09x01,Unknown,Ted and I had some road trip issues.
09x01,Unknown,Did he put on the gloves? Mm-hmm.
09x01,Unknown,That tackle was justified.
09x01,Unknown,What's this? It's for you.
09x01,Unknown,Don't open it.
09x01,TED,"With all the big changes coming up, I just wanted Robin to remember her friends."
09x01,Unknown,We all want nothing but happiness for you and Barney.
09x01,Unknown,"Right, Lily?"
09x01,Unknown,Right.
09x01,Unknown,"Oh, wow."
09x01,Unknown,"That was, what, eight years ago?"
09x01,Unknown,Yeah.
09x01,Unknown,Eight years.
09x01,Unknown,"Thanks, Ted."
09x01,Unknown,I'm gonna... I'm gonna get checked in.
09x01,Unknown,Marshall's flight just took off.
09x01,Unknown,My boys will be here soon.
09x01,Unknown,"Oh, yay."
09x01,Unknown,"Actually, Lily's boys were just learning there was only one more flight out to New York with one seat left, and it was all the way across the airport."
09x01,Unknown,"You're not gonna tackle me again, are you?"
09x01,Unknown,I'm the maid of honor.
09x01,Unknown,There's a good chance that won't be my only tackle of the weekend.
09x01,Unknown,It wasn't.
09x01,Unknown,"Look, I'm sorry."
09x01,Unknown,"I just got it in my head that you somehow managed to track down that locket in Los Angeles, and now you were gonna blow up the wedding."
09x01,Unknown,You really think I'm that crazy?
09x01,Unknown,(sighs)
09x01,Unknown,I guess that's fair.
09x01,Unknown,"Look, even though I was wrong, tell me you aren't thinking about doing anything insane this weekend."
09x01,Unknown,Of course not.
09x01,Unknown,"And all I can say, kids, is at that moment, I really thought I meant it."
09x01,Unknown,But the truth is... you never know who's gonna be the wild card at a wedding.
09x01,Unknown,"Hi. One ticket to Los Angeles, please."
09x01,Unknown,"That afternoon at the Farhampton Inn, Aunt Lily and I tried to check in."
09x01,Unknown,Are you chewing gum?
09x01,Unknown,You never chew gum.
09x01,Unknown,You shouldn't chew gum in here.
09x01,Unknown,"Nobody cares if I chew gum, Ted."
09x01,Unknown,Are you chewing gum?
09x01,Unknown,"Yes, she is. She's chewing gum."
09x01,Unknown,"Ooh, can I have a piece?"
09x01,Unknown,Of course! Great.
09x01,Unknown,Thank you.
09x01,Unknown,"Okay, let's chew some gum and get you guys all checked in."
09x01,Unknown,"Ms. Aldrin, how many keys will you need?"
09x01,Unknown,"Two, please."
09x01,Unknown,My husband's getting in later.
09x01,Unknown,"Excellent, and Mr. Mosby?"
09x01,Unknown,"Uh, just one, please."
09x01,Unknown,"Oh, oh, I-I see."
09x01,Unknown,Oh.
09x01,Unknown,"Well, hang in there."
09x01,Unknown,You'll find somebody.
09x01,Unknown,"Thank you, front desk stranger."
09x01,Unknown,"I'm sorry, we just... we just don't get a lot of singles here."
09x01,Unknown,"I mean, look at this place."
09x01,Unknown,It's so romantic.
09x01,Unknown,Countless babies conceived within these walls.
09x01,Unknown,And one... grisly m*rder.
09x01,Unknown,"Now, are you sure that you wouldn't feel more comfortable staying at a motel?"
09x01,Unknown,"What? No, look."
09x01,Unknown,"I'm not some miserable, lonely person."
09x01,Unknown,"Tell him, Lily."
09x01,Unknown,It's a tough weekend for him.
09x01,Unknown,Bro.
09x01,Unknown,We're here for a wedding. Ouch.
09x01,Unknown,"And he used to date the bride. Ooh, mama."
09x01,Unknown,And he's the best man. Devastating.
09x01,Unknown,Could you please just check us in?
09x01,Unknown,"Oh, your rooms aren't gonna be ready for hours."
09x01,Unknown,"But in the meantime, Ms. Aldrin, I definitely think you and your husband should check out the lighthouse."
09x01,Unknown,It's a beautiful view of the bay-- so romantic.
09x01,Unknown,"Oh, wow."
09x01,Unknown,Here's the channel guide for the TV.
09x01,Unknown,"Don't listen to him, Ted."
09x01,Unknown,(phone ringing)
09x01,Unknown,You are not alone.
09x01,Unknown,"In fact, this whole weekend, it is going to be nothing but me and..."
09x01,Unknown,Marshall!
09x01,Unknown,"Oh, thank God, you're on your way."
09x01,Unknown,"If I had to be here alone, I would k*ll myself."
09x01,Unknown,How are you doing?
09x01,Unknown,I'm fine... Curtis.
09x01,Unknown,"I mean, let's do the math here."
09x01,Unknown,"One ""best man"" plus on,[/i] eno girlfriend"" equals..."
09x01,Unknown,"""Mothers of Farhampton, lock up your daughters!"""
09x01,Unknown,Double g*ns!
09x01,Unknown,(imitating g*nshots)
09x01,Unknown,"Wow, you're in bad shape."
09x01,Unknown,Marshall missed his flight.
09x01,Unknown,He might not get here tonight.
09x01,Unknown,He might not get here at all.
09x01,Unknown,We... only have a few of these left.
09x01,Unknown,♪ How I Met Your Mother 9x02 ♪
09x01,Unknown,Coming Back
09x01,Unknown,"Original Air Date on September 23, 2013"
09x01,Unknown,Hi...
09x01,Unknown,Linus.
09x01,Unknown,Here's how this goes down.
09x01,Unknown,"If I'm going to make it through this weekend without my husband, I need you to hook a lady up."
09x01,Unknown,"Any time you see me without a drink in my hand, you put a drink in my hand."
09x01,Unknown,"Are you my guy, Linus?"
09x01,Unknown,So you want the Kennedy Package?
09x01,Unknown,Bingo.
09x01,Unknown,(phone rings)
09x01,Unknown,Go for Barney.
09x01,Unknown,Ah.
09x01,Unknown,Thank you Linus.
09x01,Unknown,"Barney, before you get too upset, there's another flight that leaves in five minutes."
09x01,Unknown,You're getting on it. I'm gonna try.
09x01,Unknown,There is no try!
09x01,Unknown,You're getting on that plane.
09x01,Unknown,"Hey, growth spurt."
09x01,Unknown,"If there is only one seat left on this plane, I will fight you for it."
09x01,Unknown,And I'm a biter.
09x01,Unknown,"Marshall, whoever that is, grab her carry-on and throw it into a restricted area."
09x01,Unknown,I'm serious. Do it. Do it now.
09x01,Unknown,What? No.
09x01,Unknown,"Barney, are you...?"
09x01,Unknown,"No, I'm not gonna..."
09x01,Unknown,That's... No.
09x01,Unknown,"There is n,[/i] oWhat, no, Barney, are you, no I'm not gonna, that's no!"""
09x01,Unknown,This is a holiday weekend.
09x01,Unknown,You're not gonna get to New York by being nice.
09x01,Unknown,So you're gonna have to lose the whole Midwestern aw-shucksy-doodles thing...
09x01,Unknown,Shucksy doodles?
09x01,Unknown,...and act like a New Yorker.
09x01,Unknown,"A pushy, obnoxious, knock-the-other-guy-down-and-take-his-hot-dog resident of the greatest city on earth!"
09x01,Unknown,"No can do, Barney."
09x01,Unknown,"I'm from Minnesota, where there's plenty of hot dogs for everyone."
09x01,Unknown,Perhaps even too many.
09x01,Unknown,"But listen, I'm gonna get to New York without being a jerk."
09x01,Unknown,Just get to New York!
09x01,Unknown,I'll get to New York!
09x01,Unknown,Nobody's getting to New York.
09x01,Unknown,Not this weekend anyway.
09x01,Unknown,There's a big storm rolling up the East Coast.
09x01,Unknown,All the airports are closing.
09x01,Unknown,My advice is rent a car and drive.
09x01,Unknown,But you better hurry.
09x01,Unknown,They're gonna run out of cars soon.
09x01,Unknown,(groans)
09x01,Unknown,"Okay, listen."
09x01,Unknown,"If we're both going to New York, why don't we rent a car, split the drive?"
09x01,Unknown,That seems like a reasonable plan.
09x01,Unknown,Can I help you with that diaper bag?
09x01,Unknown,"Sure. Thank you. Oh, it's..."
09x01,Unknown,"Have a nice bus ride, pumpkin head!"
09x01,Unknown,(panting)
09x01,Unknown,"Hey, lady."
09x01,Unknown,"Yeah, you just threw away your ticket to a really great road trip."
09x01,Unknown,"I'm sorry, I can't hear you."
09x01,Unknown,"You're all the way back there, and I'm all the way up here."
09x01,Unknown,(laughing)
09x01,Unknown,"Oh, you can hear me."
09x01,Unknown,"Get ready to be driving the jealous-mobile because our car is gonna have games, snacks, a James Patterson audio book my mother describes a,[/i] scluttering her glove box."""
09x01,Unknown,Your car? I'll be in Pittsburgh before you get your car.
09x01,Unknown,We'll see about that.
09x01,Unknown,"And if you're going to New York, you're not gonna want to go through Pittsburgh."
09x01,Unknown,"94 backs up around Allentown, so you're gonna want to stick on 80."
09x01,Unknown,Jerk face!
09x01,Unknown,"Come on, universe."
09x01,Unknown,I'm a nice guy.
09x01,Unknown,Send me a miracle.
09x01,Unknown,And then the universe sent your Uncle Marshall...
09x01,Unknown,Herm.
09x01,Unknown,"Okay, people, let's move it along. What do you want?"
09x01,Unknown,You want a car? You got a car. Beat it.
09x01,Unknown,What kind of car do you want?
09x01,Unknown,"Too slow, you get a minivan."
09x01,Unknown,"Next. Ah, midsize sedan."
09x01,Unknown,Incoming. Next.
09x01,Unknown,Yes! You want a gas option?
09x01,Unknown,Nobody wants a gas option. Get out of here.
09x01,Unknown,Next.
09x01,Unknown,Hello. I need a car.
09x01,Unknown,You've got it. That's all of them.
09x01,Unknown,"We're all out of cars, everybody."
09x01,Unknown,"Wait, no!"
09x01,Unknown,You let this guy beat you?
09x01,Unknown,"Ma'am, it's not a race."
09x01,Unknown,That right there is why you lost.
09x01,Unknown,Maybe this is your fault.
09x01,Unknown,Did you ever think of that?
09x01,Unknown,"Maybe if you had just been a little bit nicer, then you would be the one driving this lovely..."
09x01,Unknown,What kind of car is it?
09x01,Unknown,"Now, kids, I don't remember the actual name of this car, but to an environmentalist like Marshall, this car was a monstrosity."
09x01,Unknown,2006 Monstrosity.
09x01,Unknown,♪ Monstrosity
09x01,Unknown,♪ 'Cause global warming's not real. ♪
09x01,Unknown,"Oh, no, not a Monstrosity."
