episode,name,line
07x01,Unknown,End flashback
07x01,Robin,"You are drunker than I thought. I mean, look at the guy."
07x01,Barney,"Wait, wait, wait. Before you go, please answer the following survey to help me better"
07x01,Unknown,bang you in the future. What didn't work for you about this play? Did you A) not believe I was a Guinness Book world record holder? or B) did the fingernails gross you out? (Barney pulls out his extremely long fingernails from under the table.)
07x01,Man,"Can’t wait for your toast, Schmosby."
07x01,Punchy,"Yeah, here come the waterworks. (Mock sobbing)"
07x01,Ted,Wait. You're rooting for me to melt down at your own wedding?
07x01,Punchy,"Yeah, everyone is. Plus a few new friends from Finland. Good luck, Schmos. Good luck! Good luck!"
07x01,Barney,"Take it. Shows them how awesome you are. Shamelessly plug yourself, so you can shamelessly plug, let's say that."
07x01,Ted,"I told you, I'm not here to brag, okay?"
07x01,Marshall,"That's it. You’re too polite to brag. Well, fine. Let me. Because the only person"
07x01,Unknown,"on Earth who loves Ted Mosby more than Marshall Eriksen, is drunk Marshall Eriksen. So, game on."
07x01,Ted (2030),"Kids, remember how I told you Marshall ruined Punchy and Kelly’s wedding? That wasn’t it either."
07x01,Robin,Barney and I tried and failed. That was two years ago. Why would I ever go down that road again? It wouldn't even make sense.
07x01,Lily,"It doesn't have to make sense. It's chemistry. Look, I've always had a sixth sense about these things. And now that I'm pregnant... with this idea in my mind-uterus, I see things"
07x01,Unknown,even clearer. You and Barney have the kind of chemistry that just doesn't go away.
07x01,Robin,Really? That's why is he trying to LeBron anything that moves?
07x01,Barney,"Did this not work for you because A) vampires are played out, or B) claiming that I also"
07x01,Unknown,invented Facebook was kind of a hat on a hat?
07x01,Lily,You're the reason he never called Nora. You're the reason he's only test-marketing tonight. And you're the reason he keeps striking out on purpose. Chemistry.
07x01,Marshall,"Wow! Ted! Is that really you on the cover of New York magazine? Now, you say ""yes."""
07x01,Ted,"Please, stop."
07x01,Man,Schmosby. What's this about a magazine?
07x01,Ted,"You know what, Clay? It's no big deal."
07x01,Marshall,"You know what? It is a big deal. Clay, my friend Ted is designing a skyscraper, Clay. What have you been up to, Clay?"
07x01,Clay,"Well, I'm still working at the rental car company..."
07x01,Marshall,"Bravo, bravo, Clay. Any major publications want to write an article on your sweet rental car gig?"
07x01,Clay,"No, no articles. My life’s pretty dull. I guess the only news is this little gal."
07x01,Marshall,"Oh my God, wook at the wittle baby. She's so cute. All I want to do is put her little feet in my mouth. You’ve created something truly beautiful."
07x01,Clay,She is my everything.
07x01,Ted,"I mean, it's kind of a big deal... the building, you know?"
07x01,Marshall,"Hey, little one. (With another couple and their child...) So this little angel is already sleeping through the night?"
07x01,Ted,"I've had some sleepless nights...designing this building. (Baby spits directly onto the magazine, on Ted’s face.) Nothing symbolic about that."
07x01,Robin,Let it go. There is no chemistry left between me and Barney. We're done.
07x01,Lily,Oh really? Prove it. Go tell him.
07x01,Robin,Why would I go tell him that?
07x01,Lily,"Because deep down, even if he isn't aware of it himself, Barney wants to be with you. And if it's not gonna happen, he deserves to know."
07x01,Robin,"Fine. (To Barney) Barney, just so everything is crystal clear..."
07x01,Barney,I know what you're gonna say. Let's show Cleveland how it's done.
07x01,Unknown,He pulls her into his arms and takes her to the dance floor. They start doing an impromptu dance choreography.
07x01,Robin,Barney... I... (Breathless)
07x01,Unknown,Barney's phone starts ringing.
07x01,Barney,"Sorry. Oh, my God, it’s Nora. Nora’s finally calling me back."
07x01,Robin,"Wait, you said you never called her."
07x01,Barney,"I lied. I called her, like, five times. Wait, wait! You of all people know how much I suck at these things. You gotta help me. Please? Just once I would like to see what it feels like to not screw things up."
07x01,Robin,Yeah. Mmm-hmm.
07x01,Barney,"Thanks for calling me back. Um, hey, hi. The-the-the reason that, um, I called is, uh..."
07x01,Robin,To tell you how I feel about you.
07x01,Barney,...to tell you how
07x01,Unknown,I feel about you.
07x01,Robin,I know we didn't work out the first time...
07x01,Barney,I know we didn't work out the first time...
07x01,Robin,...and I know it doesn't make any sense...
07x01,Barney,...and I know it doesn't make any sense...
07x01,Robin,...but I can't shake the feeling that we belong together.
07x01,Barney,...but I can't shake this feeling that we belong together.
07x01,Robin,Is there any part of you that wants to try again?
07x01,Barney,Is there any part of you that wants to try again?
07x01,Unknown,"Barney thanks Robin silently, and she walks away."
07x01,Unknown,Marshall returns to Lily with a baby in his arms.
07x01,Marshall,"Baby, I can't take it anymore. I've gotta tell somebody that we're pregnant."
07x01,Lily,"Eriksen, stay strong. We're keeping this secret."
07x01,Marshall,There are babies everywhere. It's like a minefield of cuteness. Look at this little bastard.
07x01,Lily,"Marshall, stop it. Stay strong. You can't let holding some, some little baby... oh, with the cute little cheeks and the... the little arms and little legs... This son of a b*tch has knee dimples. Let's go tell everyone I'm pregnant."
07x01,Marshall,Yeah!
07x01,Unknown,Robin goes out on the terrace and finds Ted smoking a cigar.
07x01,Ted,You okay?
07x01,Robin,Nope. You?
07x01,Ted,Not excessively. You want to talk about it?
07x01,Robin,Not even a little.
07x01,Ted,Might make you feel better.
07x01,Robin,"Okay, fine, I'll make you a deal: you go first, and then I'll stick with my thing about not talking about it."
07x01,Ted,"Okay. All my friends from high school, they're here with their wives, their kids. Me? My date for the night is a sticky magazine."
07x01,Robin,"Sounds like high school all over again. Sorry, it was right there."
07x01,Ted,"I used to believe in destiny, you know? I'd go to the bagel place, see a pretty girl in line reading my favorite novel, whistling the song that's been stuck in my head all week and I'd think, ""Wow. Hey, maybe she's the one."" Now I think, ""I just know that b*tch is gonna take the last whole-wheat everything bagel."""
07x01,Robin,You've just been focused on work.
07x01,Ted,"No, it's more than that. I've stopped believing. Not in some depressed, ""I'm gonna cry"
07x01,Unknown,"during my toast"" way. Not in a way I even noticed until tonight. It's just, every day, I think I believe a little less and a little less and a little less. And that... sucks. What do I do about that, Scherbatsky?"
07x01,Robin,You're Ted Mosby. You start believing again.
07x01,Ted,"In what, destiny?"
07x01,Robin,"Chemistry. If you have chemistry, you only need one other thing."
07x01,Ted,What's that?
07x01,Robin,Timing. But timing's a b*tch.
07x01,Ted,"Hey, we still have our 40 deal, right? If we're both still single at 40..."
07x01,Robin,"I'm all yours. Hmm. Unrelated, do architects make big money?"
07x01,Ted,Aggressively medium money.
07x01,Robin,Damn it.
07x01,Guy,"Schmosby, you're up in two minutes."
07x01,Robin,"Okay, promise me two things: One, you start believing again, and two, don't cry"
07x01,Unknown,"during the toast, Schmosby."
07x01,Ted,I promise.
07x01,Robin,Good.
07x01,Lily,We're having a baby.
07x01,Robin,"What, for real?"
07x01,Lily,For real.
07x01,"Ted, Barney and Robin",Oh! Oh!
07x01,Voices,"Attention, everyone! It's time for the reason we're all here tonight, Schmosby's toast!"
07x01,Ted,We're here tonight to celebrate love. (People laugh) Love brings us new life...
07x01,Marshall,Hey! This isn't a meltdown. These are tears of joy. Ted is happy for his friends 'cause he's the best guy that I know. And do you know why he's happy? Because this beautiful lady right here is pregnant.
07x01,Kelly,How did you know that?! That was supposed to be a secret!
07x01,Unknown,Turns out...
07x01,Kelly,Go Browns! Go Browns! Whoo! (She pretends to drink and gives it to Punchy)
07x01,Marshall,"In AFC regular season play, but if they mean the Super Bowl, go Vikings."
07x01,Kelly’s father,"How dare you. That's my daughter, you piece of garbage."
07x01,Punchy,"You're still gonna pay for all this, right?"
07x01,Punchy’s dad,"""Piece of garbage""? That's my son."
07x01,Ted (2030),And that is how Marshall destroyed Punchy's wedding. But we didn't care. There was gonna be a sixth member of our little family.
07x01,Ted,"No wedding will ever, ever be as bad as that one, right?"
07x01,Barney,"I picked the right tie, didn't I?"
07x01,Ted,"You nailed it. And hey, just be glad it's not the ducky tie."
07x01,Ted (2030),"Ooh, the ducky tie. That's a good story kids. I'll get to that. Man, we are not even close to the end."
07x01,Barney,"You're a good best man, Ted. You're gonna cry during the toast, aren't you?"
07x01,Ted,"Oh, I'm totally gonna cry."
07x01,Barney,Come in.
07x01,Lily,"Ted, the bride wants to see you."
07x01,Ted,Okay.
07x01,Lily,Really? You're gonna go with THAT tie?
07x02,Marshall,"Oh my God, guys, I still have a hangover. Did I really ruin a marriage?"
07x02,Ted,"No, you did not ruin a marriage. Only reception."
07x02,Robin,And Miztva Bar next door.
07x02,Lily,And my dress. And your dress. You put a dress at one point.
07x02,Marshall,"Ok, you know what, it's good. I'll be a father, and I want to be the kind of man that my child can watch. Therefore, new resolution... I will never drunk! I'm serious!"
07x02,Ted (2030),"Children, this is not your Uncle Marshall was a problem with the drink. But every time he was a good resolution, we knew about that..."
07x02,Unknown,Flashback
07x02,Unknown,"The day before, Marshall returned to the apartment, drunk."
07x02,Marshall,I've done it again!
07x02,Ted (2030),But I lost a bit in the story.
07x02,Unknown,End flashback
07x02,Unknown,Barney joined the others on crutches.
07x02,Lily,What happened to your leg?
07x02,Barney,"Oh, nothing. I must have coffee with Nora. She is still angry, so I need some ""sympathy points"". She loves musicals, so I'll tell him that I fell off stage during a performance of ""Man of La Mancha."" What do you think?"
07x02,Ted,Lose the cast.
07x02,Barney,A one-man show... I love it!
07x02,Lily,Let us be clear... this woman is angry against you because you lied to him. So your solution is to claim that you broke your leg?
07x02,Barney,"You're right. A cervical neck brace! Thank you, Lil. I should have to talk to you soon. I trained all day with these crutches and one who has left in my hall is likely to need it."
07x02,Ted,"Well, I have good news. As you know, I recently decided to start out and see the girls."
07x02,Unknown,Flashback
07x02,Unknown,Ted is at the newsstand and a woman reads the magazine in which it appears.
07x02,Woman,Is this you?
07x02,Ted,"Uh, yes. Salvation. I'm Ted."
07x02,Woman,Hi.
07x02,Unknown,End flashback
07x02,Lily,"That's great, Ted."
07x02,Ted,It was a completely random moment. The kind that you can create yourself... At least I thought.
07x02,Unknown,Flashback
07x02,Unknown,Ted behind her magazine down and when a woman arrives.
07x02,Ted,"Oh, no. How have I landed on it? Salvation. Ted Mosby. (With another woman) I plead guilty. Salvation. Ted Mosby. (And another) It's embarrassing. I will be on the cover of ""An egg on my face"" magazine. But I'm not. I'm on the cover of that one. Salvation. Ted Mosby."
07x02,Unknown,End flashback
07x02,Ted,"completely random 16 times in one day, and 16 of these, 10 were single. Of these 10, seven have loved what they saw. Of these seven, four were women. And these four, two have given me their real number. And I go with both."
07x02,Unknown,Marshall's phone rings.
07x02,Marshall,"Guys, this is Garrison Cootes."
07x02,Ted (2030),"Children, Garrison Cootes was a major partner of Honeywell & Cootes. One of the largest environmental law firms in the United States.Marshall would have given anything to work there."
07x02,Marshall,"If I did not work, I could finish... in kind, a Taco Belle somewhere. And nobody wants that. Unless you want to do this, like this you would have free tacos, since you are my friends. But now I need you all calmiez! (He finally won) Hello."
07x02,Garrison,"Marshall, it's Garrison Cootes. Sorry for not having reminded you earlier but I was stuck. What's funny, because I'm literally stuck in a swamp. Well, anyway, here I am trying to collect some samples for this trial on the pollution that we are working."
07x02,Marshall,I love the work you do.
07x02,Garrison,It's a...
07x02,Marshall,"No, I mean it."
07x02,Garrison,"No, no, there is a crocodile a few meters from me. So I'll just ignore the warm urine running down my leg right now, and tell you that we are very interested in your case."
07x02,Marshall,He's interested!
07x02,Garrison,"Obviously, we need to do some sort of verification purpose, you see, an investigation of crime and a Google search, but if nothing seems wrong to us, it takes you."
07x02,Marshall,"It's fantastic, Mr Cootes!"
07x02,Garrison,"Well, I'm going. It's very funny because in fact I really have run away."
07x02,Marshall,The crocodile you saw?
07x02,Garrison,"He is coming, yes."
07x02,Unknown,GENERIC
07x02,Ted (2030),"The next night, Barney and Nora saw each other for a coffee.Fortunately, without the neck brace ridiculous."
07x02,Barney,"Hi Nora, thank you for coming."
07x02,Nora,What happened to your neck?
07x02,Barney,"My naked...? Oh, that's nothing. I was playing in a One Man Show at Fiddler. There was this scene..."
07x02,Nora,"Wow, this one has a beautiful chest."
07x02,"Barney, turning","What? Where? Oh, and shit."
07x02,Nora,Breasts...
07x02,Barney,"Wait, Nora, waiting... No, please. I'm sorry."
07x02,Nora,What is wrong with you? What kind of people need to lie like that?
07x02,Barney,"Someone who likes you, really. And suspicious, and probably accurately you do it over more later, and therefore he feels the need... I'm sorry, you spoke of this fantastic pair of tits, right? Because I seek, and I do not see them."
07x02,Unknown,Ted returned to his apartment.
07x02,Ted,"I just had two rencards following. With two adorable girls, four cappuccinos and wait... (2 minutes later...) I do not know which was the best. Here are the girls: Jessica is a student in Rhode Island, she traveled around the world, speaks four languages and plays the piano. Claire and fought for the bill. So I do not know. It is t*rture. You see, the two girls have the potential to be really special. They both deserve a second round."
07x02,Lily,Wait a minute. You're going to handle two girls at once? You do not think you should pick one before it gets too serious?
07x02,Ted,"Define ""serious""."
07x02,Lily,"Well, it's complicated. I think it would be when you have expectations, emotional involvement..."
07x02,Marshall,"Third base. Seriously, third base."
07x02,Ted,So I can go to the second two with no problem?
07x02,Marshall,Treat yourself my friend. Treat yourself. Oh no.
07x02,Ted (2030),"Since Mr. Cootes had mentioned the investigation, Marshall ran through internet. The majority of what he found was touching, seeing truly extraordinary, until..."
07x02,Marshall,Poor. This is very bad.
07x02,Girl,"Thank you, Stacy. Wesleyan has a cafeteria. Thank you to the generous donation of... Marshall arrives on camera, naked."
07x02,Marshall,Oh! Oh! Someone there mentioned generous donation? I'm Marshall Eriksen. But you can call me Biercules!
07x02,Lily,"Well, it could be anyone. And thin, I had forgotten this story Biercules.Who made this site first?"
07x02,Marshall,Pete Durkenson.
07x02,Ted,Of course.
07x02,Robin,This is the guy who convinced you to run around campus naked?
07x02,Marshall,"I wanted to join a club that I left three days later, because the clubs are stupid and elitist. And I also discovered that it was not a club."
07x02,Ted,"Oh my God. This is huge! I am invited to the Ball of Architects, the annual gala honoring the greatest architects of the city. Oh no. You guys see the problem?"
07x02,Robin,This is an annual gala that honors the greatest architects of the city?
07x02,Ted,"Robin, this is the biggest celebrity event of the year. In taking a girl at the ball, man, you reached third base. Whatever the girl I invite, it will be the steady girlfriend of Ted Mosby by the end of the evening. Ok, we stop to sit between two chairs. Robin, bring me my notebook. It's time to make lists of pros and cons."
07x02,Ted (2030),And the children they loved.
07x02,Nora,Let me clarify something for you. I do not date guys who lie to me.
07x02,Barney,"Okay, I did not know. Mea culpa. So, from now, more lies. I never lie to you. I'm serious. Ask me anything."
07x02,Nora,OK Have you ever managed to get in bed with a woman that you lied?
07x02,Barney,Have I ever... If I'm totally honest... Yes.
07x02,Nora,More than once?
07x02,Barney,"More than once... Wow, this is... I guess if we... so, technically, there were a number of times I've lied to a woman to sleep with her."
07x02,Nora,They were worth what?
07x02,Barney,"Nine or ten for most. There has been a 4 once. It was an easy girl.But, Nora, after that, I had to flee so fast. Honesty is good."
07x02,Nora,What was the lie?
07x02,Barney,You want me to tell all the lies I have told to put a woman in my bed?
07x02,Nora,A bed or any other place where you're sent into the air.
07x02,Barney,You are good.
07x02,Unknown,Marshall goes to meet Pete.
07x02,Marshall,"Pete, Pete. Hey!"
07x02,Pete,"Biercules! Come here, man."
07x02,Marshall,"Hey, I tried to call you all night."
07x02,Pete,"My God, sorry. I should have responded but it was Thursday night."
07x02,Marshall,It is Sunday.
07x02,Pete,"And you know what that means. ""Edward bottles with money""!"
07x02,Ted (2030),"Children, Edward bottles for money is a game that involves taping two bottles of liquor at the base of the hands. The goal is to finish the two bottles. Oh my God, why am I telling you this? Good move."
07x02,Marshall,"Ok, you know this old video of me?"
07x02,Pete,I watch it every day.
07x02,Marshall,You have to take away the internet. Genre immediately.
07x02,Pete,"There are two ways for me to do it: Either you give me $ 4 million, or help me to go to the bathroom because I can not..."
07x02,Marshall,"Yes, both are non-negotiable refusal."
07x02,Pete,"So, I'm sorry we could not handle together. But if you'll excuse me, I'm in the middle of the game ""to Edward bottles of money,"" and the competition is raised."
07x02,Marshall,Who are you playing anyway?
07x02,Pete,Just myself.
07x02,Ted (2030),"Meanwhile, Barney continued to list every lie he used to sleep."
07x02,Barney,"I do not have time to explain how I got there. I just need someone to suck the poison. The surgeon gave me a new face, darling. You realize that I am alive? My name is David Beckham. If I castais only the white swan, is the role for you. No, I am a lesbian. What I wear is just very realistic."
07x02,Nora,"Ok, let's move. What was the worst? The best of the worst? The cream of the crop?"
07x02,Barney,"Oh, once I am the soul man. There was this pretty girl who only go out with black."
07x02,Woman,"Barney! Oh no, I knew it."
07x02,Unknown,"Ted, Lily and Robin are in the apartment."
07x02,Ted,I can not choose. They are both extraordinary.
07x02,Robin,"If architects had only two b*ll*ts, eh Ted?"
07x02,Lily,"I knew it. Ted, left or right?"
07x02,Ted,"Yes, yes, good idea. Let fate decide? I will choose the left."
07x02,"Lily, slapping him",Just called one of the two.
07x02,Robin,"Ted, to your heart, you know that you love one more than the other.Believe me, takes the other."
07x02,Ted,"Uh, I have perhaps not been clear is the... Robin Ball Architects.This event is a very hip."
07x02,Robin,"Ok, name one celebrity who will be there."
07x02,Ted,Lenny Kravitz.
07x02,Robin,Lenny Kravitz will be there?
07x02,Ted,Yes. He is there every year. And it's a rock star.
07x02,Robin,"You know, Ted, in hindsight, it is too early to choose between these two girls. Takes a friend. Like, I dunno, maybe a friend who has a poster of Lenny Kravitz on his wall, and may or may not have dated this post and transported from his high school..."
07x02,Ted,This list of pros and cons leads to nothing. I need a color scale.
07x02,Lily and Robin,Scale of colors!
07x02,Ted (2030),"And the children, we really sang."
07x02,Marshall,"Pete, please. I am unemployed. I have a huge mortgage. A baby arriving. And I'm about to lose a job that I really need because of a drunken video of 15 years ago."
07x02,Pete,"Ugh, you mean? Biercules, what's going on? Looks like you're another person. The guy in this video was cool. It had potential. It could have been president of a club one day."
07x02,Marshall,There is no club.
07x02,Pete,There he is just a troublemaker.
07x02,Marshall,"It's not that I want to be a troublemaker. Fair, I must be one. I'll be a dad. You have children one day, you will understand."
07x02,Pete,"Dude, I have 4 children."
07x02,Marshall,"Pete, please, remove the video."
07x02,Pete,"Ok, Biercules, I will remove it. If... you can beat me to the game of my choice."
07x02,Marshall,Oh no.
07x02,Pete,"And I choose the beautiful game, the sweet science..."
07x02,Marshall,"Pete, please, I'm tired..."
07x02,Pete,The sport of kings...
07x02,Marshall,I do not want to play Edward bottles money.
07x02,Pete,"I was going to the darts, but it's Edward bottles to money!"
07x02,Barney,"And that made all the lies related to space. Let the world of sports. Oh wait, I forgot for a space: ""I was bitten by a snake space. You have to suck all the poison around my... """
07x02,Nora,"Okay, Barney, I have things to work tomorrow at 8 am which means I have just enough time to spend 11h in my shower to wash away all that."
07x02,Barney,"So that was cool. I can remember, or...?"
07x02,Nora,"Barney, you're funny, beautiful, and really nice. But you are also a sociopath."
07x02,Barney,"Well, I count three for and one against."
07x02,Nora,How can you still believe you have a chance with me?
07x02,Barney,"Because you are sat here all night. You could leave, but you did not. Listen, Nora, these lies, it was the old me. But I swear I try to change.You... make me want to change."
07x02,Nora,How I know this is not a lie?
07x02,Barney,I will prove it. I'll show you how much I'm serious. I will not leave this restaurant as I have not got a second date with you.
07x02,Nora,Goodbye Barney.
